Molecule ChEMBL ID,smiles_std,in_AD_maccs,ad_dist_maccs,maccs_model_top1,maccs_prob_top1,maccs_pred_top1,maccs_top3_votes,in_AD_mordred,ad_dist_mordred,mordred_model_top1,mordred_prob_top1,mordred_pred_top1,mordred_top3_votes,in_AD_ambos,activo_ambos_top1,candidato_MoA_FP2,prob_media
CHEMBL4546797,COCCNC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,True,11.188483173533438,SVM_RBF,0.6942288574584567,1,3,True,10.696406565237641,KNeighbors,0.7142857142857143,1,1,True,True,True,0.7042572858720855
CHEMBL197322,O=S(=O)(Nc1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1)c1ccccc1,True,12.055397559986377,SVM_RBF,0.8363668127899612,1,3,True,11.006828825241907,KNeighbors,0.5714285714285714,1,1,True,True,True,0.7038976921092663
CHEMBL4072309,Cc1ccccc1-n1c(C(CC(C)C)NS(=O)(=O)c2ccc(N)cc2)nc2ccccc2c1=O,True,12.391120745401949,SVM_RBF,0.5442027851984059,1,2,True,13.533701936351372,KNeighbors,0.8571428571428571,1,1,True,True,True,0.7006728211706315
CHEMBL4085319,Cc1cccc(-n2c(C(CC(C)C)NS(=O)(=O)c3ccc(N)cc3)nc3ccccc3c2=O)c1,True,12.391120745401949,SVM_RBF,0.5442027851984059,1,2,True,13.744522533102273,KNeighbors,0.8571428571428571,1,2,True,True,True,0.7006728211706315
CHEMBL323465,CCCCNC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)CC1CN(Cc2ccc(-c3ccccc3)cc2)CCN1C(=O)CC(CN)c1ccc(Cl)cc1,True,11.434227006496101,SVM_RBF,0.6851507633430698,1,3,True,12.10449489561069,KNeighbors,0.7142857142857143,1,2,True,True,True,0.6997182388143921
CHEMBL199081,O=S(=O)(Nc1ccc(Oc2ccc(Cl)cc2O)c(Cl)c1)c1cccc2ccccc12,True,12.101634465431722,SVM_RBF,0.8268223440177087,1,3,True,10.789145190864781,KNeighbors,0.5714285714285714,1,1,True,True,True,0.69912545772314
CHEMBL3264806,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2(c3cccc(OC)c3)CC2)cc(N2CCCCC2)c1,True,11.462441540215845,SVM_RBF,0.8242099401261426,1,3,True,11.402904111051033,KNeighbors,0.5714285714285714,1,1,True,True,True,0.697819255777357
CHEMBL3264805,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cncc(OC)c2)cc(N2CCCCC2)c1,True,11.524919190940137,SVM_RBF,0.6745420433151904,1,3,True,11.879050049831813,KNeighbors,0.7142857142857143,1,2,True,True,True,0.6944138788004524
CHEMBL2349164,C[C@@H]1C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O[C@H]([C@@H]2CCC[C@H]2C(=O)N[C@@H](CC(N)=O)C(=O)O)C/C=C/C=C(/C#N)[C@H](O)[C@@H](C)C1,True,12.592902791910811,SVM_RBF,0.6721641877488579,1,3,True,13.644706019043602,KNeighbors,0.7142857142857143,1,3,True,True,True,0.6932249510172861
CHEMBL1170521,C[C@H]1[C@H](n2cc(-c3ccc(F)cc3)nn2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,True,11.41182151579271,SVM_RBF,0.5280670010171016,1,2,True,8.811296770451655,KNeighbors,0.8571428571428571,1,1,True,True,True,0.6926049290799794
CHEMBL5267762,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2n1C(=O)O[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,True,10.474487414618675,SVM_RBF,0.5263552287814218,1,2,True,12.396325018509247,KNeighbors,0.8571428571428571,1,1,True,True,True,0.6917490429621395
CHEMBL459199,O=C(Nc1ccc(Br)cc1)Nc1cccc(Cl)c1,True,10.30970127806501,SVM_RBF,0.6675856380843589,1,2,True,12.229461003745895,KNeighbors,0.7142857142857143,1,1,True,True,True,0.6909356761850366
CHEMBL1170740,C[C@H]1[C@H](n2cc(-c3ccccc3C(F)(F)F)nn2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,True,11.653385832449521,SVM_RBF,0.5236118418983017,1,2,True,11.959715506344983,KNeighbors,0.8571428571428571,1,1,True,True,True,0.6903773495205794
CHEMBL3264808,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N3CCCC3)cc(N3CCCCC3)c2)c1,True,10.971430491898683,SVM_RBF,0.6640844592897818,1,3,True,10.864311382537194,KNeighbors,0.7142857142857143,1,2,True,True,True,0.689185086787748
CHEMBL2334384,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(C(C)=O)CC2)c1,True,10.018262805681193,SVM_RBF,0.5186958447276578,1,2,True,9.326758418202584,KNeighbors,0.8571428571428571,1,1,True,True,True,0.6879193509352575
CHEMBL29292,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,True,9.448035893466804,SVM_RBF,0.6603845890533272,1,3,True,9.747463121451183,KNeighbors,0.7142857142857143,1,2,True,True,True,0.6873351516695207
CHEMBL2371004,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2C1=O,True,12.999818966534395,SVM_RBF,0.8032017226786484,1,3,True,13.436806626845444,KNeighbors,0.5714285714285714,1,1,True,True,True,0.6873151470536099
CHEMBL1649748,CC1(C)COC2(CCC(N[C@H]3CC[C@H](Nc4ccnc5cc(Cl)ccc45)CC3)CC2)OO1,True,11.72102569188932,SVM_RBF,0.6599355601676709,1,3,True,12.600024107908935,KNeighbors,0.7142857142857143,1,2,True,True,True,0.6871106372266926
CHEMBL3221874,CC1(C)COC2(CCC(NC3CCC(Nc4ccnc5cc(Cl)ccc45)CC3)CC2)OO1,True,11.72102569188932,SVM_RBF,0.6599355601676709,1,3,True,12.600024107908935,KNeighbors,0.7142857142857143,1,2,True,True,True,0.6871106372266926
CHEMBL3218329,COc1c(N(Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)c(=O)c1=O,True,11.333444699557186,SVM_RBF,0.5133860602643949,1,2,True,12.915530896073971,KNeighbors,0.8571428571428571,1,2,True,True,True,0.6852644587036261
CHEMBL4074082,CC(C)CC(NS(=O)(=O)c1ccc(N)cc1)c1nc2ccccc2c(=O)n1-c1ccccc1F,True,12.354503145446158,SVM_RBF,0.5129027602919681,1,2,True,14.02811664822226,KNeighbors,0.8571428571428571,1,2,True,True,True,0.6850228087174126
